ID,Years_Education,Salary_Invested,CMV
1,-0.6781126739441322,-0.2603200518227735,0.6286881444063624
2,-0.6781126739441322,2.622432688175669,-1.3503640490503865
3,-1.6839166679785855,-0.20618061889460373,1.1067368777213398
4,0.6629593181018056,0.40736585734668657,-0.9092607150118135
5,0.6629593181018056,-0.11840609634034273,-0.7074522683367277
6,-0.6781126739441322,-0.4713897155287888,-0.9376267433265421
7,-0.6781126739441322,-0.5595740993909473,-1.098702500841241
8,-0.6781126739441322,0.33924319523253593,-1.4036179823170025
9,0.6629593181018056,-0.22709935397052525,0.5342377721976473
10,0.6629593181018056,-0.5610606242916027,-1.3048392788123073
11,0.6629593181018056,-0.6426028799216156,0.2777841429108092
12,0.6629593181018056,-0.3347231189473841,0.724413828514786
13,0.6629593181018056,-0.4717719457424922,-0.834558354341009
14,-1.6839166679785855,1.2239117455299326,-1.1339088384362244
15,-0.6781126739441322,-0.26121316071706074,-1.1875492298542671
16,0.6629593181018056,0.8250854330685911,0.27735903894423963
17,-0.6781126739441322,0.14218745043584907,-0.4549018663793003
18,0.6629593181018056,-0.424717814038784,-0.5386473477934923
19,-1.6839166679785855,0.6482626416719843,0.04672081417271301
20,2.0040313101477434,-0.5107248188202932,0.5204412161917098
21,2.0040313101477434,-0.04386452219399819,0.6007085742430607
22,-0.6781126739441322,-0.35615530012037866,-0.41320303184034635
23,-0.6781126739441322,0.4315436583834308,-1.190602249250539
24,-0.6781126739441322,-0.25639482139675973,0.277320393129097
25,0.6629593181018056,-0.4975686365589372,-0.42572427594657536
26,2.0040313101477434,-0.6122049030711222,0.61064054873473
27,2.0040313101477434,-0.625266503420719,0.8214921161532033
28,2.0040313101477434,-0.6106189193076275,-0.8715037536174131
29,0.6629593181018056,-0.6673569599072551,0.17730502353983582
30,0.6629593181018056,-0.4709636321754825,-0.8358723120558602
31,-0.6781126739441322,-0.3603095383404421,0.8095119134589718
32,-0.6781126739441322,-0.4262856712324022,0.08451642138225608
33,0.6629593181018056,-0.3327142704493634,-0.853031053979211
34,-0.6781126739441322,-0.05755835033385824,-0.8650499024885852
35,0.6629593181018056,-0.586509475673471,0.45516843441571986
36,-0.6781126739441322,-0.2653270620623784,-0.635686989616767
37,-0.6781126739441322,-0.4415174834267107,-0.8156219049210948
38,-0.6781126739441322,-0.5720540384784448,-0.9664178756078402
39,-0.6781126739441322,-0.6228122277242713,-0.8985558242172905
40,0.6629593181018056,-0.6561103539922595,-0.8495915764315124
41,-0.6781126739441322,1.100328637308956,-0.37459586251280697
42,0.6629593181018056,-0.4271622375054567,0.7123949800054118
43,-0.6781126739441322,0.07744534934207213,1.903343065257445
44,-0.6781126739441322,0.4669729788057209,-1.1412128974981912
45,0.6629593181018056,0.4253356829812558,-1.3408958243404296
46,0.6629593181018056,0.38372897362728764,1.569211347533816
47,0.6629593181018056,0.8103807397453066,-1.2103502607884493
48,-0.6781126739441322,-0.5678987376115213,0.23569885022042827
49,0.6629593181018056,-0.43592029963742257,-1.357127066700356
50,-0.6781126739441322,-0.47917616481471975,-0.9251827908505985
51,0.6629593181018056,0.0542038615062657,0.7819960930773822
