ID,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share
1,0.5383808634498071,-0.5908853769717434,-0.08096417995926587,0.31722925555644443,-0.46946474048215053
2,-1.4290979062182867,1.1758484493325412,-0.9127833221780302,2.8162358452832192,1.1504096716793706
3,-0.6361519975983629,0.371031074888529,-0.5492909090406806,1.121253533550674,1.4561403000430808
4,-0.5318323690276882,-0.8379868001348234,2.6201281594967583,0.11082960516869715,-0.08189629050681763
5,0.42939553445339407,-0.8181137294110525,0.5557055459559517,-0.3962563744666245,0.2503975645547654
6,1.2907744874229008,-1.0478254161229223,-0.3078166347094079,-0.7104916527504015,-0.6891370451031369
7,-0.9847104957340982,0.6910780965958109,1.4765881566138666,-0.6021053614107432,-0.3435726352021794
8,-0.6586422385825424,1.0700537012334335,-0.6358138958236115,0.3636797222845265,0.11941721013917066
9,0.6107876796594628,-1.0533877382461934,1.1435343252557346,-0.6587168025616584,-0.6233865678305869
10,-0.6452327178576511,0.04316510211741153,1.1779578432739888,-0.012759846145621102,0.3724085845198547
11,0.03599040214195005,-0.30463454978461324,1.0037544052937573,-0.4312318784603041,-0.6318459992387552
12,-0.48311623335698506,0.21946836071398895,0.8197891310332426,-0.1140313283083131,-0.1232593084323453
13,-0.7975143554027876,0.8491570468399222,0.6283016861243405,-0.043327192763708756,-0.5951724479266883
14,-1.5705576121116398,0.8299928724180651,-0.7546222705463196,4.424414354395922,0.9934508186334933
15,1.6419518508599773,-1.2157621650001365,-0.9832866858975224,-0.6034712138424422,-0.4243092740707714
16,0.14310175710660075,-0.4919818359037429,1.2284500294888012,-0.9183467625001673,-0.4057048043423733
17,-1.3307040544983983,1.8679695487371946,-0.6806179737628273,1.0807630078739667,-0.31831736252052256
18,0.9472860503572033,-0.3763367495413808,-0.9095622738152632,-0.817120854071419,-0.19179903795801284
19,-0.34381201990301286,0.9664136900984595,-0.8413488098065918,-0.6296987345226013,0.5196261479778014
20,1.007574615725937,-1.1322812537856228,-0.15155737944590075,-0.1965532671690449,-0.0038061856905530675
21,0.29076533364767837,-0.695498720069843,1.0011729687686723,-0.814297672772122,-0.014369535201844148
22,0.7007806320222167,-0.3487023173415289,-0.7280814239945947,-0.2784000982237442,-0.12080926412480937
23,-0.7450443591264905,0.732350634711023,0.027341314348138475,0.44690456773429954,0.2549964865895412
24,-0.7446965287567621,0.7409445394410975,0.4795761390283365,0.0344071662049784,-0.24380067365178643
25,0.6685197427516493,-0.2623259778262688,-0.3301731819728649,-0.5293522427286593,-0.7999925597855291
26,0.5535168576472642,-0.41015693376875645,-0.004767895957011338,-0.46334825734308804,-0.505079295547173
27,0.043005962741530866,-0.07223641804691429,0.7085214942911419,-0.9183467625001673,-0.3772028890223246
28,1.0640003497594825,-0.7407792281772221,-0.49739158473205475,-0.43919488036791704,-0.652746929900215
29,0.3592455966898366,-1.0446626068683473,1.9700179064531613,-0.9183467625001673,-0.9205720254703337
30,1.7405189111760846,-1.001616975864848,-1.2594216435754846,-0.7179710490348632,-0.9205720254703337
31,1.6430462987372902,-1.2157621650001365,-0.6305282639297756,-0.8008644506287856,-0.9205720254703337
32,-0.24364669091921842,0.8282797259001841,-0.5290716353660109,0.02191374750547084,-0.7202372498223384
33,1.4864025813485267,-1.0444879529347675,-0.7132185903617848,-0.7776840469569549,-0.6846333831743255
34,0.7509013234777163,-1.0479074509367978,0.6108412711197966,-0.26772024412713114,-0.6014244740203758
35,0.13299272405188023,-0.27817989301432644,-0.3422978915732007,0.10353110711999784,0.955436691292797
36,-0.4311192936791055,0.14080010187798622,-0.5236521309580507,1.740769758527194,0.6695352443114586
37,0.5031917783107985,-1.2157621650001365,0.20697230008404294,-0.11327257364447282,1.6775760038837266
38,1.3699700378312432,-0.6575571402934617,-1.11183625862497,-0.8371246085510234,-0.6515033911044644
39,-1.1659489118934736,-0.14366630929270938,2.5680080821670566,0.4116235358146169,0.10509204560549752
40,0.4067001643590011,-0.6882837667796282,0.9104109310084582,-0.4266771845500706,-0.7571405889520579
41,-1.5503219205156096,1.328363372397175,-0.7641709973570953,1.8125689217604732,1.8861965273040942
42,-0.4180572242399838,0.5560100731389206,-0.5947860746809827,1.445193480741791,-0.35714663949037123
43,-0.3097042303893997,1.002565122494227,-0.3817233496438998,-0.8603406853606979,-0.41836352133402677
44,-0.9286135647740883,0.4834901639017786,1.281626174676904,0.265383922850418,-0.3807658163626345
45,-0.9993198120310319,-1.2157621650001365,1.1301898961126844,5.755458608078723,0.41429820787954497
46,-1.228534631402307,1.497020362338831,-0.5034061639788813,0.8630378420901855,0.37214184733071687
47,-0.46521250098613515,0.6497663463888388,-0.5346389538406198,0.321648986213191,0.5525536211896322
48,-0.5123708164094648,0.47054097836406883,0.22379276439476128,0.6237130729546013,-0.42942558741663395
49,1.5489456155134884,-1.2157621650001365,-0.6252530347916491,-0.8610579742118668,-0.46193036385703246
50,0.9197525123311022,-1.0517535820408268,0.4337081753162135,-0.43174300656437836,-0.8059404995404292
51,0.9396595261417942,-0.40193949760700837,-0.6266192258422344,-0.7912094314556591,-0.6532637173374063
53,0.7019294868497684,-1.2157621650001365,1.1494322926604532,-0.5433125581637448,-0.595829714810411
54,-0.8493274243763798,0.36370143657722037,1.3407990941631212,0.06549577568759907,-0.230573184366866
55,-0.004144482593999269,-0.04931681861686333,0.8487673579116572,-0.5988213632299435,-0.8505445876212991
56,1.8510755822173552,-0.8479231902076665,-1.821850575133419,-0.9183467625001673,-0.6145423384722838
57,1.8050918302396408,-0.9749040057379289,-1.5668516895155045,-0.7573674431455021,-0.6479318777473052
