,ID,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Labels,Hierarchical Clustering
0,-1.7341727812812229,0.5383808634498071,-0.5908853769717431,-0.08096417995926582,0.3172292555564445,-0.46946474048215037,11.0,1
1,-1.7338360861929278,-1.4290979062182867,1.1758484493325414,-0.9127833221780302,2.8162358452832197,1.1504096716793706,63.0,0
2,-1.7334993911046328,-0.6361519975983629,0.37103107488852916,-0.5492909090406806,1.1212535335506741,1.4561403000430808,27.0,0
3,-1.7331626960163378,-0.5318323690276882,-0.8379868001348232,2.6201281594967587,0.11082960516869719,-0.08189629050681754,80.0,1
4,-1.732826000928043,0.4293955344533942,-0.8181137294110523,0.5557055459559519,-0.39625637446662454,0.25039756455476553,1.0,1
5,-1.732489305839748,1.2907744874229008,-1.0478254161229221,-0.3078166347094079,-0.7104916527504016,-0.6891370451031368,4.0,2
6,-1.7321526107514529,-0.9847104957340982,0.6910780965958111,1.4765881566138668,-0.6021053614107433,-0.3435726352021793,18.0,1
7,-1.7318159156631578,-0.6586422385825424,1.070053701233434,-0.6358138958236115,0.36367972228452655,0.11941721013917073,36.0,0
8,-1.7314792205748628,0.6107876796594628,-1.0533877382461931,1.1435343252557348,-0.6587168025616585,-0.6233865678305868,1.0,1
9,-1.7311425254865678,-0.6452327178576511,0.043165102117411744,1.177957843273989,-0.012759846145621095,0.3724085845198548,18.0,1
10,-1.7308058303982727,0.0359904021419501,-0.304634549784613,1.0037544052937575,-0.43123187846030414,-0.6318459992387551,0.0,1
11,-1.7304691353099777,-0.48311623335698495,0.21946836071398915,0.8197891310332428,-0.1140313283083131,-0.12325930843234521,18.0,1
12,-1.7301324402216829,-0.7975143554027876,0.8491570468399224,0.6283016861243407,-0.04332719276370876,-0.5951724479266882,18.0,1
13,-1.7297957451333879,-1.5705576121116398,0.8299928724180653,-0.7546222705463196,4.424414354395923,0.9934508186334933,72.0,0
14,-1.7294590500450928,1.6419518508599773,-1.2157621650001362,-0.9832866858975224,-0.6034712138424423,-0.4243092740707713,4.0,2
15,-1.7291223549567978,0.1431017571066008,-0.49198183590374267,1.2284500294888014,-0.9183467625001673,-0.4057048043423732,0.0,1
16,-1.7287856598685027,-1.3307040544983983,1.8679695487371946,-0.6806179737628273,1.080763007873967,-0.31831736252052245,45.0,0
17,-1.7284489647802077,0.9472860503572031,-0.3763367495413806,-0.9095622738152632,-0.8171208540714192,-0.19179903795801276,4.0,2
